"Código da Emenda";"Ano da Emenda";"Tipo de Emenda";"Código do Autor da Emenda";"Nome do Autor da Emenda";"Número da emenda";"Localidade do gasto";"Código Função";"Nome Função";"Código Subfunção";"Nome Subfunção";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos A Pagar Inscritos";"Valor Restos A Pagar Cancelados";"Valor Restos A Pagar Pagos"
"201918080005";"2019";"Emenda Individual - Transferências";"1808";"JORGE TADEU MUDALEN";"0005";"SÃO PAULO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1238750,00";"0,00";"0,00";"1328750,00";"0,00";"1193750,00"
"201929130005";"2019";"Emenda Individual - Transferências";"2913";"JORGE VIANA";"0005";"ACRE (UF)";"20";"Agricultura";"573";"Difusão do conhecimento científico e tecnológico";"164642,74";"25796,66";"12357,66";"152285,08";"10789,27";"141495,81"
"201928520001";"2019";"Emenda Individual - Transferências";"2852";"JORGINHO MELLO";"0001";"SANTA CATARINA (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1000387,00";"0,00";"0,00";"1100387,00";"112375,51";"888011,49"
"201921230001";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0001";"ALTO DO RODRIGUES - RN";"10";"Saúde";"301";"Atenção básica";"450000,00";"450000,00";"450000,00";"0,00";"0,00";"0,00"
"201921230002";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0002";"ALTO DO RODRIGUES - RN";"27";"Desporto e lazer";"812";"Desporto comunitário";"300000,00";"0,00";"0,00";"304270,00";"0,00";"295730,00"
"201921230003";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0003";"CAIÇARA DO NORTE - RN";"10";"Saúde";"301";"Atenção básica";"300000,00";"300000,00";"300000,00";"0,00";"0,00";"0,00"
"201921230004";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0004";"CAIÇARA DO NORTE - RN";"12";"Educação";"368";"Educação básica";"250000,00";"0,00";"0,00";"500000,00";"0,00";"0,00"
"201921230005";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0005";"CAIÇARA DO NORTE - RN";"15";"Urbanismo";"451";"infra-estrutura urbana";"300000,00";"0,00";"0,00";"327000,00";"0,00";"286500,00"
"201921230006";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0006";"ENCANTO - RN";"10";"Saúde";"301";"Atenção básica";"499935,00";"499935,00";"499935,00";"0,00";"0,00";"0,00"
"201921230007";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0007";"EQUADOR - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"299990,00";"299990,00";"299990,00";"0,00";"0,00";"0,00"
"201921230008";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0008";"EQUADOR - RN";"10";"Saúde";"512";"Saneamento básico urbano";"300000,00";"0,00";"0,00";"300000,00";"300000,00";"0,00"
"201921230009";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0009";"MARTINS - RN";"10";"Saúde";"301";"Atenção básica";"374063,00";"374063,00";"374063,00";"0,00";"0,00";"0,00"
"201921230010";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0010";"MARTINS - RN";"15";"Urbanismo";"451";"infra-estrutura urbana";"500000,00";"0,00";"0,00";"545000,00";"0,00";"477500,00"
"201921230011";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0011";"MARTINS - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"125937,00";"125937,00";"125937,00";"0,00";"0,00";"0,00"
"201921230012";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0012";"MARTINS - RN";"23";"Comércio e serviços";"695";"Turismo";"500000,00";"0,00";"0,00";"507540,00";"0,00";"492460,00"
"201921230013";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0013";"MOSSORÓ - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1000000,00";"1000000,00";"1000000,00";"0,00";"0,00";"0,00"
"201921230014";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0014";"NATAL - RN";"10";"Saúde";"301";"Atenção básica";"1000000,00";"1000000,00";"1000000,00";"0,00";"0,00";"0,00"
"201921230015";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0015";"PAU DOS FERROS - RN";"23";"Comércio e serviços";"695";"Turismo";"1150386,58";"0,00";"0,00";"1202153,58";"0,00";"1098619,58"
"201921230016";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0016";"PAU DOS FERROS - RN";"10";"Saúde";"301";"Atenção básica";"849990,00";"186990,00";"186990,00";"663000,00";"0,00";"663000,00"
"201921230017";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0017";"RIO GRANDE DO NORTE (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"3010000,00";"0,00";"0,00";"3100000,00";"0,00";"2965000,00"
"201921230018";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0018";"POÇO BRANCO - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"500000,00";"500000,00";"500000,00";"0,00";"0,00";"0,00"
"201921230019";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0019";"RIO DO FOGO - RN";"10";"Saúde";"301";"Atenção básica";"600000,00";"600000,00";"600000,00";"0,00";"0,00";"0,00"
"201921230020";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0020";"RIO DO FOGO - RN";"10";"Saúde";"301";"Atenção básica";"119920,00";"119920,00";"119920,00";"0,00";"0,00";"0,00"
"201921230021";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0021";"SANTA CRUZ - RN";"10";"Saúde";"301";"Atenção básica";"750000,00";"750000,00";"750000,00";"0,00";"0,00";"0,00"
"201921230022";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0022";"SANTA CRUZ - RN";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1000000,00";"1000000,00";"1000000,00";"0,00";"0,00";"0,00"
"201921230023";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0023";"SANTA CRUZ - RN";"23";"Comércio e serviços";"695";"Turismo";"750000,00";"0,00";"0,00";"760195,00";"0,00";"739805,00"
"201921230024";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0024";"RIO GRANDE DO NORTE (UF)";"12";"Educação";"364";"Ensino superior";"100000,00";"0,00";"0,00";"155077,20";"0,00";"44922,80"
"201921230025";"2019";"Emenda Individual - Transferências";"2123";"JOSE AGRIPINO";"0025";"VIÇOSA - RN";"23";"Comércio e serviços";"695";"Turismo";"390386,58";"0,00";"0,00";"390386,58";"0,00";"390386,58"
"201936950004";"2019";"Emenda Individual - Transferências";"3695";"JOSI NUNES";"0004";"SÃO SALVADOR DO TOCANTINS - TO";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1200000,00";"0,00";"0,00";"1234136,00";"0,00";"1200000,00"
"201936820020";"2019";"Emenda Individual - Transferências";"3682";"JULIO DELGADO";"0020";"MINAS GERAIS (UF)";"19";"Ciência e Tecnologia";"691";"Promoção comercial";"1371670,66";"167529,00";"165529,00";"1206141,66";"154904,19";"1051237,47"
"201923590007";"2019";"Emenda Individual - Transferências";"2359";"KATIA ABREU";"0007";"TOCANTINS (UF)";"10";"Saúde";"301";"Atenção básica";"2391237,00";"2391237,00";"2391237,00";"0,00";"0,00";"0,00"
"201937930003";"2019";"Emenda Individual - Transferências";"3793";"LASIER MARTINS";"0003";"PORTO ALEGRE - RS";"12";"Educação";"364";"Ensino superior";"249821,57";"195243,27";"182863,27";"121536,60";"0,00";"12380,00"
"201924290012";"2019";"Emenda Individual - Transferências";"2429";"LAZARO BOTELHO";"0012";"NAZARÉ - TO";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1010386,86";"0,00";"0,00";"1050291,86";"123606,00";"886780,86"
"201937020001";"2019";"Emenda Individual - Transferências";"3702";"LEANDRE";"0001";"PARANÁ (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1100000,00";"0,00";"0,00";"1179140,37";"46736,06";"974123,57"
"201935950006";"2019";"Emenda Individual - Transferências";"3595";"LINCOLN PORTELA";"0006";"MINAS GERAIS (UF)";"10";"Saúde";"301";"Atenção básica";"1239779,00";"939779,00";"939779,00";"300000,00";"0,00";"300000,00"
"201915990011";"2019";"Emenda Individual - Transferências";"1599";"LOBBE NETO";"0011";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1230000,00";"0,00";"0,00";"1230000,00";"509363,59";"720636,41"
"201937060010";"2019";"Emenda Individual - Transferências";"3706";"LUCIO MOSQUINI";"0010";"RONDÔNIA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"3123750,99";"0,00";"0,00";"3123750,99";"15000,00";"3108750,99"
"201935330012";"2019";"Emenda Individual - Transferências";"3533";"MARCONDES GADELHA";"0012";"SOUSA - PB";"12";"Educação";"363";"Ensino profissional";"269985,86";"4187,69";"4187,69";"269447,53";"1025,63";"261123,18"
"201937220003";"2019";"Emenda Individual - Transferências";"3722";"MARCOS REATEGUI";"0003";"AMAPÁ (UF)";"14";"Direitos da cidadania";"421";"Custódia e reintegração social";"1230387,00";"0,00";"0,00";"1230387,00";"0,00";"1230387,00"
"201919830005";"2019";"Emenda Individual - Transferências";"1983";"MARIA DO ROSARIO";"0005";"RIO GRANDE DO SUL (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"563480,00";"0,00";"0,00";"614194,00";"0,00";"538123,00"
"201932990012";"2019";"Emenda Individual - Transferências";"3299";"MENDONCA FILHO";"0012";"PERNAMBUCO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2420000,00";"0,00";"0,00";"2420000,00";"258762,97";"2161237,03"
"201937950007";"2019";"Emenda Individual - Transferências";"3795";"OTTO ALENCAR";"0007";"SALINAS DA MARGARIDA - BA";"15";"Urbanismo";"451";"infra-estrutura urbana";"900000,00";"0,00";"0,00";"981000,00";"18263,61";"841236,39"
"201928550017";"2019";"Emenda Individual - Transferências";"2855";"PEDRO UCZAI";"0017";"SANTA CATARINA (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1250000,00";"0,00";"0,00";"1263650,00";"0,00";"1236350,00"
"Sem informaç";"2019";"Emenda de Comissão";"-99";"RELATOR GERAL";"S/I";"Nacional";"23";"Comércio e serviços";"691";"Promoção comercial";"14287636,99";"0,00";"0,00";"14287636,99";"1983662,15";"12303974,84"
"Sem informaç";"2019";"Emenda de Comissão";"-99";"RELATOR GERAL";"S/I";"Nacional";"13";"Cultura";"391";"Patrimônio histórico, artístico e arqueológico";"49045986,02";"12551908,11";"12304151,90";"39326409,05";"6391075,05";"27766184,14"
"201914780001";"2019";"Emenda Individual - Transferências";"1478";"ROBERTO BALESTRA";"0001";"GOIÁS (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"3023000,00";"0,00";"0,00";"4823000,00";"900000,00";"2123000,00"
"201924700019";"2019";"Emenda Individual - Transferências";"2470";"ROBERTO BRITTO";"0019";"SOBRADINHO - BA";"15";"Urbanismo";"244";"Assistência comunitária";"999999,35";"0,00";"0,00";"1090123,35";"0,00";"954937,35"
"201919600011";"2019";"Emenda Individual - Transferências";"1960";"RUBENS OTONI";"0011";"GOIÁS (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1000000,00";"2100,00";"2100,00";"1236650,00";"0,00";"759150,00"
"Sem informaç";"2019";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"ILHÉUS - BA";"20";"Agricultura";"608";"Promoção da produção agropecuária";"912392,00";"0,00";"0,00";"1783726,36";"13058,10";"27999,54"
"Sem informaç";"2019";"Emenda de Relator";"S/I";"Sem informação";"S/I";"MATO GROSSO DO SUL (UF)";"12";"Educação";"363";"Ensino profissional";"212318,00";"0,00";"0,00";"212318,00";"100476,56";"111841,44"
"Sem informaç";"2019";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"PARÁ (UF)";"12";"Educação";"364";"Ensino superior";"123456,00";"0,00";"0,00";"123456,00";"123456,00";"0,00"
"Sem informaç";"2019";"Emenda de Bancada";"S/I";"Sem informação";"S/I";"MARANHÃO (UF)";"18";"Gestão ambiental";"544";"Recursos hídricos";"912391,00";"0,00";"0,00";"912391,00";"0,00";"912391,00"
"Sem informaç";"2019";"Emenda de Relator";"S/I";"Sem informação";"S/I";"Nacional";"10";"Saúde";"512";"Saneamento básico urbano";"65000000,00";"0,00";"0,00";"108630180,62";"6798586,46";"14571232,92"
"Sem informaç";"2019";"Emenda de Relator";"S/I";"Sem informação";"S/I";"PARÁ (UF)";"12";"Educação";"364";"Ensino superior";"487364,00";"225341,00";"123948,39";"363415,61";"100703,00";"262712,61"
"Sem informaç";"2019";"Emenda de Relator";"S/I";"Sem informação";"S/I";"GOIÁS (UF)";"12";"Educação";"364";"Ensino superior";"123856,96";"0,00";"0,00";"123856,96";"0,00";"123856,96"
"201937740002";"2019";"Emenda Individual - Transferências";"3774";"VENEZIANO VITAL DO REGO";"0002";"PARAÍBA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1450000,00";"0,00";"0,00";"1450000,00";"123147,27";"1326852,73"
"201938230016";"2019";"Emenda Individual - Transferências";"3823";"WADIH DAMOUS";"0016";"RIO DE JANEIRO - RJ";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2411428,98";"1495013,35";"1129898,44";"1281530,54";"48870,00";"1232660,54"
"201938230020";"2019";"Emenda Individual - Transferências";"3823";"WADIH DAMOUS";"0020";"RIO DE JANEIRO - RJ";"12";"Educação";"364";"Ensino superior";"499443,77";"0,00";"0,00";"539763,80";"0,00";"459123,74"
"202028580004";"2020";"Emenda Individual - Transferências";"2858";"ALCEU MOREIRA";"0004";"RIO GRANDE DO SUL (UF)";"10";"Saúde";"301";"Atenção básica";"1235089,00";"65112,00";"65112,00";"1169977,00";"0,00";"1169977,00"
"202039060013";"2020";"Emenda Individual - Transferências";"3906";"ALEX SANTANA";"0013";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1232702,67";"850386,00";"587250,00";"645452,67";"0,00";"645452,67"
"202039080002";"2020";"Emenda Individual - Transferências";"3908";"ALEXANDRE PADILHA";"0002";"SÃO PAULO (UF)";"12";"Educação";"364";"Ensino superior";"420000,00";"0,00";"0,00";"627123,35";"0,00";"212876,65"
"202013310011";"2020";"Emenda Individual - Transferências";"1331";"ALICE PORTUGAL";"0011";"BAHIA (UF)";"12";"Educação";"363";"Ensino profissional";"300000,00";"212614,93";"176836,78";"123163,22";"0,00";"123163,22"
"202020520003";"2020";"Emenda Individual - Transferências";"2052";"ALVARO DIAS";"0003";"PARANÁ (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1200000,00";"12372,80";"12372,80";"1196633,20";"43084,82";"1135536,38"
"202071180010";"2020";"Emenda de Bancada";"7118";"BANCADA DE PERNAMBUCO";"0010";"SERRA TALHADA - PE";"15";"Urbanismo";"451";"infra-estrutura urbana";"12856771,00";"0,00";"0,00";"13947189,00";"0,00";"12311562,00"
"202071230001";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0001";"RONDÔNIA (UF)";"05";"Defesa nacional";"244";"Assistência comunitária";"38697333,15";"339335,00";"339335,00";"38439282,69";"0,00";"38362703,15"
"202071230002";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0002";"ROLIM DE MOURA - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"10624497,04";"412831,04";"412831,04";"10211666,00";"0,00";"10211666,00"
"202071230003";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0003";"RONDÔNIA (UF)";"06";"Segurança pública";"181";"Policiamento";"14023365,06";"0,00";"0,00";"27149329,86";"0,00";"897400,26"
"202071230004";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0004";"RONDÔNIA (UF)";"10";"Saúde";"122";"Administração geral";"30991725,00";"30991725,00";"30991725,00";"0,00";"0,00";"0,00"
"202071230005";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0005";"RONDÔNIA (UF)";"12";"Educação";"363";"Ensino profissional";"16919733,00";"1348579,89";"1217562,40";"16129613,85";"3190600,89";"12084126,46"
"202071230006";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0006";"RONDÔNIA (UF)";"12";"Educação";"368";"Educação básica";"18614200,00";"0,00";"0,00";"18614200,00";"0,00";"18614200,00"
"202071230007";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0007";"VILHENA - RO";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"6039600,00";"0,00";"0,00";"6039600,00";"6039600,00";"0,00"
"202071230008";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0008";"Nacional";"26";"Transporte";"781";"Transporte aéreo";"8864293,00";"0,00";"0,00";"15531124,85";"0,00";"2197461,15"
"202071230009";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0009";"PORTO VELHO - RO";"06";"Segurança pública";"181";"Policiamento";"3988932,00";"0,00";"0,00";"7273930,63";"0,00";"703933,37"
"202071230010";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0010";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"17944660,00";"17944660,00";"17944660,00";"0,00";"0,00";"0,00"
"202071230011";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0011";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"7091434,60";"51338,29";"0,00";"9814545,60";"0,00";"4368323,60"
"202071230012";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0012";"PORTO VELHO - RO";"05";"Defesa nacional";"244";"Assistência comunitária";"16398260,32";"51858,10";"0,00";"16398260,32";"240111,52";"16158148,80"
"202071230013";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0013";"RONDÔNIA (UF)";"06";"Segurança pública";"181";"Policiamento";"8864293,00";"2100,00";"2100,00";"16794644,87";"0,00";"929741,13"
"202071230014";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0014";"JI-PARANÁ - RO";"26";"Transporte";"782";"Transporte rodoviário";"17728587,00";"0,00";"0,00";"28791279,81";"0,00";"6665894,19"
"202071230015";"2020";"Emenda de Bancada";"7123";"BANCADA DE RONDONIA";"0015";"Nacional";"21";"Organização agrária";"631";"Reforma agrária";"1087929,30";"99000,00";"99000,00";"988929,30";"935690,00";"53239,30"
"202071270004";"2020";"Emenda de Bancada";"7127";"BANCADA DE SERGIPE";"0004";"SERGIPE (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"12332590,24";"9064719,20";"7768540,44";"4812429,88";"0,00";"4315669,72"
"202071020005";"2020";"Emenda de Bancada";"7102";"BANCADA DO ACRE";"0005";"TARAUACÁ - AC";"15";"Urbanismo";"451";"infra-estrutura urbana";"13638657,00";"0,00";"0,00";"14500352,17";"0,00";"13355123,83"
"202071020009";"2020";"Emenda de Bancada";"7102";"BANCADA DO ACRE";"0009";"ACRE (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"12338044,62";"0,00";"0,00";"13843127,64";"2209129,93";"8623831,67"
"202041450001";"2020";"Emenda Individual - Transferências";"4145";"BIA CAVASSA";"0001";"MATO GROSSO DO SUL (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"2215060,00";"407831,00";"407831,00";"1807229,00";"1235113,00";"572116,00"
"202030670010";"2020";"Emenda Individual - Transferências";"3067";"CARLOS GOMES";"0010";"RIO GRANDE DO SUL (UF)";"23";"Comércio e serviços";"695";"Turismo";"1500000,00";"14000,00";"14000,00";"1732945,18";"0,00";"1239054,82"
"202039400018";"2020";"Emenda Individual - Transferências";"3940";"CHARLLES EVANGELISTA";"0018";"MINAS GERAIS (UF)";"10";"Saúde";"301";"Atenção básica";"1368027,00";"1232389,00";"1232389,00";"135638,00";"0,00";"135638,00"
"202050220004";"2020";"Emenda de Comissão";"5022";"COMISSAO DE TRABALHO, DE ADMINISTRACAO E SERVICO P";"0004";"Nacional";"MU";"Múltiplo";"MU";"Múltiplo";"3322140,82";"1612375,43";"1612151,57";"1709989,25";"208541,07";"1501448,18"
"202035300001";"2020";"Emenda Individual - Transferências";"3530";"DAMIAO FELICIANO";"0001";"PARAÍBA (UF)";"27";"Desporto e lazer";"812";"Desporto comunitário";"1200000,00";"0,00";"0,00";"1232164,00";"0,00";"1167836,00"
"202039640002";"2020";"Emenda Individual - Transferências";"3964";"DR. LUIZ OVANDO";"0002";"Nacional";"05";"Defesa nacional";"152";"Defesa naval";"99984,51";"38634,51";"21237,51";"78747,00";"0,00";"78747,00"
"202030870002";"2020";"Emenda Individual - Transferências";"3087";"EDMILSON RODRIGUES";"0002";"PARÁ (UF)";"12";"Educação";"364";"Ensino superior";"529864,19";"478956,40";"461235,40";"95136,59";"0,00";"42120,99"
"202039690011";"2020";"Emenda Individual - Transferências";"3969";"EDNA HENRIQUE";"0011";"PARAÍBA (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1500000,00";"0,00";"0,00";"1537536,06";"0,00";"1481231,97"
"202029090003";"2020";"Emenda Individual - Transferências";"2909";"EDUARDO BRAGA";"0003";"Nacional";"23";"Comércio e serviços";"695";"Turismo";"1300000,00";"65951,80";"65951,80";"1234048,20";"1186584,20";"47464,00"
"202041800001";"2020";"Emenda Individual - Transferências";"4180";"FABIANO CONTARATO";"0001";"ESPÍRITO SANTO (UF)";"06";"Segurança pública";"181";"Policiamento";"612345,10";"0,00";"0,00";"650246,24";"12513,60";"561930,36"
"202039810005";"2020";"Emenda Individual - Transferências";"3981";"FELICIO LATERCA";"0005";"RIO DE JANEIRO (UF)";"14";"Direitos da cidadania";"422";"Direitos individuais, coletivos e difusos";"1162140,54";"0,00";"0,00";"1233585,08";"0,00";"1090696,00"
"202039900010";"2020";"Emenda Individual - Transferências";"3990";"FRANCO CARTAFINA";"0010";"MINAS GERAIS (UF)";"06";"Segurança pública";"181";"Policiamento";"962926,68";"0,00";"0,00";"1123708,95";"15051,24";"787093,17"
"202039920022";"2020";"Emenda Individual - Transferências";"3992";"FREI ANASTACIO RIBEIRO";"0022";"PARAÍBA (UF)";"20";"Agricultura";"572";"Desenvolvimento tecnológico e engenharia";"150000,00";"137684,18";"137684,18";"12315,82";"1013,68";"11302,14"
"202027020002";"2020";"Emenda Individual - Transferências";"2702";"GENECIAS NORONHA";"0002";"CEARÁ (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"12359488,00";"12359488,00";"12359488,00";"0,00";"0,00";"0,00"
"202090600004";"2020";"Emenda Individual - Transferências";"9060";"GUILHERME DERRITE";"0004";"SÃO PAULO (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1500000,00";"500000,00";"500000,00";"1000000,00";"21236,19";"978763,81"
"202036460005";"2020";"Emenda Individual - Transferências";"3646";"GUSTAVO FRUET";"0005";"PARANÁ (UF)";"05";"Defesa nacional";"122";"Administração geral";"120000,00";"119997,99";"112365,99";"7634,01";"2,01";"7632,00"
"202023970005";"2020";"Emenda Individual - Transferências";"2397";"HUGO LEAL";"0005";"RIO DE JANEIRO (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"2000000,00";"85735,19";"85735,19";"1918082,43";"1912356,00";"0,00"
"202040180001";"2020";"Emenda Individual - Transferências";"4018";"ISNALDO BULHOES JR.";"0001";"MÚLTIPLO";"MU";"Múltiplo";"MU";"Múltiplo";"1233000,00";"753500,00";"753500,00";"483271,73";"13467,77";"462260,50"
"202032280013";"2020";"Emenda Individual - Transferências";"3228";"IVAN VALENTE";"0013";"Nacional";"15";"Urbanismo";"244";"Assistência comunitária";"800000,00";"0,00";"0,00";"1231590,00";"0,00";"384205,00"
"202041360010";"2020";"Emenda Individual - Transferências";"4136";"IZALCI LUCAS";"0010";"Nacional";"05";"Defesa nacional";"301";"Atenção básica";"199583,00";"123500,00";"123500,00";"76083,00";"0,00";"76083,00"
"202025730010";"2020";"Emenda Individual - Transferências";"2573";"JARBAS VASCONCELOS";"0010";"PERNAMBUCO (UF)";"23";"Comércio e serviços";"695";"Turismo";"900000,00";"4900,00";"4900,00";"1014972,40";"481104,00";"294123,60"
"202041090015";"2020";"Emenda Individual - Transferências";"4109";"JOSE RICARDO";"0015";"AMAZONAS (UF)";"14";"Direitos da cidadania";"423";"Assistência aos povos indígenas";"38836,50";"0,00";"0,00";"38836,50";"12330,00";"26506,50"
"202041130012";"2020";"Emenda Individual - Transferências";"4113";"LIZIANE BAYER";"0012";"RIO GRANDE DO SUL (UF)";"15";"Urbanismo";"451";"infra-estrutura urbana";"1150000,00";"0,00";"0,00";"1234886,00";"0,00";"1107557,00"
"202027620008";"2020";"Emenda Individual - Transferências";"2762";"LUIS TIBE";"0008";"MINAS GERAIS (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"1996146,06";"1251667,28";"1230606,08";"765539,98";"0,00";"765539,98"
"202040340004";"2020";"Emenda Individual - Transferências";"4034";"LUISA CANZIANI";"0004";"PARANÁ (UF)";"20";"Agricultura";"608";"Promoção da produção agropecuária";"1400453,57";"15279,26";"15279,26";"2008762,28";"143250,00";"1239519,91"
"202041160002";"2020";"Emenda Individual - Transferências";"4116";"MARCEL VAN HATTEM";"0002";"Sul";"06";"Segurança pública";"181";"Policiamento";"500000,00";"0,00";"0,00";"500000,00";"123871,49";"376128,51"
"202019830006";"2020";"Emenda Individual - Transferências";"1983";"MARIA DO ROSARIO";"0006";"RIO GRANDE DO SUL (UF)";"12";"Educação";"368";"Educação básica";"617489,66";"0,00";"0,00";"1234979,32";"0,00";"0,00"
"202040460007";"2020";"Emenda Individual - Transferências";"4046";"MAURO BENEVIDES FILHO";"0007";"DEPUTADO IRAPUAN PINHEIRO - CE";"15";"Urbanismo";"451";"infra-estrutura urbana";"1232227,00";"0,00";"0,00";"1331513,00";"0,00";"1182584,00"
"202041230001";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0001";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"6904227,00";"6904227,00";"6904227,00";"0,00";"0,00";"0,00"
"202041230002";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0002";"BAHIA (UF)";"10";"Saúde";"302";"Assistência hospitalar e ambulatorial";"1400000,00";"1400000,00";"1400000,00";"0,00";"0,00";"0,00"
"202041230003";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0003";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"4681060,12";"1504400,00";"907600,00";"4058874,48";"0,00";"3488045,76"
"202041230004";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0004";"BAHIA (UF)";"15";"Urbanismo";"244";"Assistência comunitária";"2354590,03";"590016,05";"578098,05";"2331971,27";"53249,92";"1167762,77"
"202041230005";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0005";"BAHIA (UF)";"10";"Saúde";"301";"Atenção básica";"199974,00";"0,00";"0,00";"199974,00";"0,00";"199974,00"
"202041230006";"2020";"Emenda Individual - Transferências";"4123";"OTTO ALENCAR FILHO";"0006";"BAHIA (UF)";"18";"Gestão ambiental";"544";"Recursos hídricos";"150000,00";"6750,00";"6000,00";"150112,93";"0,00";"137887,07"
